sliced_query,midi_suggested,input_confidence,fingerprinted_confidence
276_segment_100.mp3,276_RadiaSenki_ReimeiHen_10_11Cave,1.11,0.33
276_segment_61.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.21,0.08
276_segment_159.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.2,0.08
276_segment_81.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.57,0.19
276_segment_54.mp3,276_RadiaSenki_ReimeiHen_08_09Restlessness,0.35,0.19
276_segment_153.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.33,0.07
276_segment_161.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.16,0.06
276_segment_93.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.84,0.21
276_segment_163.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.14,0.06
276_segment_156.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.17,0.07
276_segment_87.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.25,0.09
276_segment_148.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.29,0.06
276_segment_48.mp3,276_RadiaSenki_ReimeiHen_08_09Restlessness,0.46,0.23
276_segment_21.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.72,0.18
276_segment_50.mp3,276_RadiaSenki_ReimeiHen_08_09Restlessness,0.49,0.23
276_segment_178.mp3,276_RadiaSenki_ReimeiHen_34_35Sanctuary,0.98,0.21
276_segment_185.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.22,0.08
276_segment_181.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.2,0.08
276_segment_40.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.64,0.17
276_segment_39.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.77,0.2
276_segment_146.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.23,0.08
276_segment_165.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.2,0.08
276_segment_115.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.52,0.17
276_segment_160.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.2,0.06
276_segment_113.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.19,0.07
276_segment_9.mp3,276_RadiaSenki_ReimeiHen_14_15BreezyTownKhvat,0.49,0.12
276_segment_133.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.7,0.18
276_segment_58.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.26,0.1
276_segment_25.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.73,0.18
276_segment_8.mp3,276_RadiaSenki_ReimeiHen_14_15BreezyTownKhvat,0.42,0.11
276_segment_72.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.73,0.18
276_segment_158.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.3,0.08
276_segment_123.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.77,0.2
276_segment_84.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,1.05,0.25
276_segment_124.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.65,0.17
276_segment_70.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.7,0.18
276_segment_47.mp3,276_RadiaSenki_ReimeiHen_17_18Boss,0.19,0.07
276_segment_57.mp3,276_RadiaSenki_ReimeiHen_08_09Restlessness,0.48,0.22
276_segment_135.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.75,0.19
276_segment_91.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.5,0.17
276_segment_29.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.23,0.08
276_segment_97.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.26,0.11
276_segment_164.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.26,0.06
276_segment_149.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.15,0.06
276_segment_3.mp3,276_RadiaSenki_ReimeiHen_00_01Opening,0.27,0.08
276_segment_95.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.6,0.16
276_segment_130.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.73,0.19
276_segment_132.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.75,0.19
276_segment_173.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.17,0.05
276_segment_31.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.22,0.09
276_segment_7.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.24,0.09
276_segment_192.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.66,0.18
276_segment_167.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.32,0.08
276_segment_67.mp3,276_RadiaSenki_ReimeiHen_15_16UndergroundDwellingKhvat,0.42,0.08
276_segment_1.mp3,276_RadiaSenki_ReimeiHen_00_01Opening,0.44,0.06
276_segment_190.mp3,276_RadiaSenki_ReimeiHen_15_16UndergroundDwellingKhvat,0.31,0.05
276_segment_5.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,1.13,0.27
276_segment_127.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.77,0.2
276_segment_120.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.68,0.18
276_segment_131.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.77,0.19
276_segment_2.mp3,276_RadiaSenki_ReimeiHen_00_01Opening,0.29,0.1
276_segment_60.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.26,0.1
276_segment_17.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.68,0.18
276_segment_4.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.89,0.13
276_segment_151.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.25,0.06
276_segment_102.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.2,0.08
276_segment_26.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,1.1,0.26
276_segment_77.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.86,0.2
276_segment_52.mp3,276_RadiaSenki_ReimeiHen_08_09Restlessness,0.37,0.2
276_segment_37.mp3,276_RadiaSenki_ReimeiHen_09_10Encounter,1.18,0.28
276_segment_136.mp3,276_RadiaSenki_ReimeiHen_28_29Shrine,0.58,0.1
276_segment_184.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.18,0.06
276_segment_155.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.26,0.07
276_segment_27.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.6,0.16
276_segment_46.mp3,276_RadiaSenki_ReimeiHen_15_16UndergroundDwellingKhvat,0.33,0.06
276_segment_141.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.14,0.06
276_segment_6.mp3,276_RadiaSenki_ReimeiHen_17_18Boss,0.22,0.08
276_segment_90.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.63,0.17
276_segment_103.mp3,276_RadiaSenki_ReimeiHen_10_11Cave,1.09,0.29
276_segment_180.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.32,0.07
276_segment_182.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.18,0.05
276_segment_43.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.75,0.2
276_segment_121.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.72,0.18
276_segment_56.mp3,276_RadiaSenki_ReimeiHen_08_09Restlessness,0.41,0.22
276_segment_53.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.25,0.09
276_segment_114.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.61,0.17
276_segment_108.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.2,0.07
276_segment_71.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.78,0.2
276_segment_116.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,1.14,0.24
276_segment_125.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.61,0.16
276_segment_20.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.6,0.16
276_segment_104.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.24,0.09
276_segment_83.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.78,0.23
276_segment_169.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.25,0.08
276_segment_187.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.28,0.05
276_segment_101.mp3,276_RadiaSenki_ReimeiHen_10_11Cave,1.06,0.32
276_segment_82.mp3,276_RadiaSenki_ReimeiHen_02_03Field1,0.9,0.23
276_segment_145.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.19,0.07
276_segment_193.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.76,0.2
276_segment_69.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.71,0.17
276_segment_179.mp3,276_RadiaSenki_ReimeiHen_34_35Sanctuary,0.85,0.25
276_segment_143.mp3,276_RadiaSenki_ReimeiHen_12_13Castle,0.27,0.07
276_segment_99.mp3,276_RadiaSenki_ReimeiHen_10_11Cave,1.23,0.31
276_segment_51.mp3,276_RadiaSenki_ReimeiHen_08_09Restlessness,0.31,0.18
276_segment_106.mp3,276_RadiaSenki_ReimeiHen_10_11Cave,1.11,0.33
276_segment_137.mp3,276_RadiaSenki_ReimeiHen_28_29Shrine,0.48,0.09
276_segment_105.mp3,276_RadiaSenki_ReimeiHen_10_11Cave,0.75,0.21
276_segment_55.mp3,276_RadiaSenki_ReimeiHen_08_09Restlessness,0.33,0.2
276_segment_89.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.25,0.09
276_segment_66.mp3,276_RadiaSenki_ReimeiHen_15_16UndergroundDwellingKhvat,0.41,0.06
276_segment_59.mp3,276_RadiaSenki_ReimeiHen_08_09Restlessness,0.37,0.2
276_segment_23.mp3,276_RadiaSenki_ReimeiHen_05_06UnknownVillageElfas,0.8,0.2
276_segment_28.mp3,276_RadiaSenki_ReimeiHen_03_04Battle,0.21,0.08
